date,open,high,low,close,volume
02/10/2025,6046.40,6073.38,6044.84,6066.44,0
02/07/2025,6083.13,6101.28,6019.96,6025.99,0
02/06/2025,6072.22,6084.03,6046.83,6083.57,0
02/05/2025,6020.45,6062.86,6007.06,6061.48,0
02/04/2025,5998.14,6042.48,5990.87,6037.88,0
02/03/2025,5969.65,6022.13,5923.93,5994.57,0
01/31/2025,6096.79,6120.91,6030.93,6040.53,0
01/30/2025,6050.75,6086.64,6027.46,6071.17,0
01/29/2025,6057.70,6062.83,6012.96,6039.31,0
01/28/2025,6026.97,6074.54,5994.63,6067.70,0
01/27/2025,5969.04,6017.17,5962.92,6012.28,0
01/24/2025,6121.43,6128.18,6088.74,6101.24,0
01/23/2025,6076.32,6118.73,6074.67,6118.71,0
01/22/2025,6081.39,6100.81,6076.13,6086.37,0
01/21/2025,6014.12,6051.51,6006.88,6049.24,0
01/17/2025,5995.40,6014.96,5978.44,5996.66,0
01/16/2025,5963.61,5964.69,5930.72,5937.34,0
01/15/2025,5905.21,5960.61,5905.21,5949.91,0
01/14/2025,5859.27,5871.92,5805.42,5842.91,0
01/13/2025,5782.02,5838.61,5773.31,5836.22,0
01/10/2025,5890.35,5890.35,5807.78,5827.04,0
01/08/2025,5910.66,5927.89,5874.78,5918.25,0
01/07/2025,5993.26,6000.68,5890.68,5909.03,0
01/06/2025,5982.81,6021.04,5960.01,5975.38,0
01/03/2025,5891.07,5949.34,5888.66,5942.47,0
01/02/2025,5903.26,5935.09,5829.53,5868.55,0
12/31/2024,5919.74,5929.74,5868.86,5881.63,0
12/30/2024,5920.67,5940.79,5869.16,5906.94,0
12/27/2024,6006.17,6006.17,5932.95,5970.84,0
12/26/2024,6024.97,6049.75,6007.37,6037.59,0
12/24/2024,5984.63,6040.10,5981.44,6040.04,0
12/23/2024,5940.25,5978.25,5902.57,5974.07,0
12/20/2024,5842.00,5982.06,5832.30,5930.85,0
12/19/2024,5912.71,5935.52,5866.07,5867.08,0
12/18/2024,6047.65,6070.67,5867.79,5872.16,0
12/17/2024,6052.55,6057.68,6035.19,6050.61,0
12/16/2024,6063.79,6085.19,6059.14,6074.08,0
12/13/2024,6068.17,6078.58,6035.77,6051.09,0
12/12/2024,6074.29,6079.68,6051.25,6051.25,0
12/11/2024,6060.15,6092.59,6060.15,6084.19,0
12/10/2024,6057.59,6065.40,6029.89,6034.91,0
12/09/2024,6083.01,6088.51,6048.63,6052.85,0
