date,open,high,low,close,volume
08/21/2024,186.73,187.93,186.31,187.55,2266112
08/20/2024,185.40,186.30,184.67,185.21,2339470
08/19/2024,183.60,185.475,183.421,185.38,2285019
08/16/2024,181.85,183.89,181.85,183.13,2383954
08/15/2024,180.42,182.97,180.42,182.70,3144196
08/14/2024,177.98,178.515,176.34,177.05,2389876
08/13/2024,174.46,178.16,174.12,178.00,2923469
08/12/2024,174.68,174.68,172.59,173.65,2464859
08/09/2024,173.73,175.15,173.30,174.34,3189825
08/08/2024,171.58,174.23,170.64,173.76,2967591
08/07/2024,174.49,174.80,169.84,170.05,4202160
08/06/2024,172.09,175.54,170.51,173.07,4761702
08/05/2024,167.06,172.95,166.48,171.18,8195879
08/02/2024,176.93,176.93,174.05,176.16,6369369
08/01/2024,187.57,188.13,181.32,182.89,3647850
07/31/2024,186.84,189.06,186.43,187.49,2496875
07/30/2024,186.08,186.33,182.90,184.63,2140514
07/29/2024,183.84,186.34,183.74,185.66,3572998
07/26/2024,181.92,183.57,181.46,182.61,2264705
07/25/2024,181.27,183.76,180.04,180.59,5120411
07/24/2024,184.84,184.92,181.21,181.30,4100479
07/23/2024,190.61,190.91,188.94,189.03,2411827
07/22/2024,189.17,190.535,188.44,189.88,2404245
07/19/2024,188.79,189.56,187.05,187.81,1936098
07/18/2024,191.85,193.075,188.94,189.50,2187575
07/17/2024,193.26,193.75,191.11,191.45,2898572
07/16/2024,192.38,194.79,192.07,194.70,2061656
07/15/2024,192.56,193.90,190.67,191.27,2540158
07/12/2024,188.77,193.11,188.50,191.49,2726826
07/11/2024,192.35,193.66,188.45,189.02,4498409
07/10/2024,190.44,191.63,189.33,191.45,2279145
07/09/2024,189.18,191.22,189.05,190.02,1828037
07/08/2024,189.06,190.22,188.87,189.39,1838522
07/05/2024,188.70,189.42,187.76,189.30,1998211
07/03/2024,187.23,188.47,186.96,187.77,2189806
07/02/2024,184.03,186.60,183.86,186.58,2942271
07/01/2024,183.11,183.87,182.07,183.02,3196701
06/28/2024,183.53,184.71,181.47,182.40,3957276
06/27/2024,183.75,184.47,183.01,184.45,2114153
06/26/2024,180.27,183.70,180.03,183.33,2515892
06/25/2024,181.63,181.63,180.125,180.71,2356424
06/24/2024,182.64,183.44,181.37,181.44,2538955
06/21/2024,182.00,182.85,181.14,182.61,4311603
06/20/2024,180.67,181.52,180.13,181.08,2361421
06/18/2024,181.31,181.53,180.24,180.85,2241988
06/17/2024,178.10,181.91,177.77,181.46,3676631
06/14/2024,179.48,179.48,177.26,178.33,3052793
06/13/2024,180.83,181.18,179.11,179.75,2613494
06/12/2024,179.32,180.77,178.78,179.61,3978771
06/11/2024,178.15,178.15,176.19,177.76,2783038
06/10/2024,177.14,178.41,177.14,178.23,1865622
06/07/2024,177.38,178.74,177.325,177.66,2274317
06/06/2024,177.25,178.46,177.17,178.39,2227829
06/05/2024,176.48,177.10,174.89,177.10,2290989
06/04/2024,175.15,176.785,175.09,176.07,2889964
06/03/2024,176.09,176.67,174.25,175.89,3964491
05/31/2024,175.11,176.01,173.21,175.97,3420217
05/30/2024,174.47,175.48,174.13,174.99,2248342
05/29/2024,173.80,174.635,173.80,173.96,2171995
05/28/2024,174.90,175.48,174.17,175.11,2672109
05/24/2024,174.98,176.09,174.49,175.54,2575073
05/23/2024,177.13,177.13,173.525,173.79,3677277
05/22/2024,178.08,178.26,175.93,176.65,3166138
05/21/2024,177.21,178.55,176.54,178.51,2187838
05/20/2024,178.28,178.78,176.9458,177.37,2001073
05/17/2024,177.95,178.73,177.43,178.70,2788668
05/16/2024,178.85,179.12,177.725,177.79,3294786
05/15/2024,179.48,179.61,177.79,178.95,3591450
05/14/2024,177.58,178.965,177.50,178.68,3022302
05/13/2024,178.87,179.28,177.25,177.87,4071405
05/10/2024,179.21,179.35,177.73,178.10,2827364
05/09/2024,177.93,179.50,177.53,179.06,2523025
05/08/2024,176.96,178.12,176.83,177.85,2881630
05/07/2024,179.69,179.77,178.25,178.52,3150389
05/06/2024,179.02,179.81,178.495,179.81,3114659
05/03/2024,178.94,179.99,177.60,177.91,4506472
05/02/2024,176.16,177.06,174.42,176.72,4119292
05/01/2024,175.71,177.94,173.63,174.52,7168374
04/30/2024,178.24,179.08,175.48,175.62,3609287
04/29/2024,179.53,180.28,178.24,180.00,5154211
04/26/2024,174.94,177.10,174.69,175.91,3332873
04/25/2024,171.55,174.71,170.825,174.34,5350771
04/24/2024,175.12,175.63,172.94,174.19,4474315
04/23/2024,171.48,173.04,170.63,172.54,3944713
04/22/2024,170.12,171.37,168.90,170.51,4475208
04/19/2024,171.26,171.65,169.085,169.76,6790387
04/18/2024,172.65,173.3633,170.79,171.26,4705903
04/17/2024,174.01,174.185,171.62,172.33,6208417
04/16/2024,173.26,174.14,172.35,173.17,6435417
04/15/2024,178.40,178.53,173.995,174.16,5568381
04/12/2024,178.63,178.75,176.53,177.11,5364665
04/11/2024,179.20,180.675,177.70,180.03,4216774
04/10/2024,178.44,179.32,177.76,178.59,5402980
