,0
avg_daily_range_pct,0.9268102152928889
median_daily_range_pct,0.814533458962692
max_daily_range_pct,3.354689608171175
min_daily_range_pct,0.2490650471950387
std_daily_range_pct,0.4891571081423829
significant_down_days,4.0
total_days,251.0
